time_step,state,pattern,status,mapped_to,distance,probability,confidence,confidence_label,decision
15,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
16,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
17,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
18,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
19,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
20,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
21,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
22,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
23,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
24,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
25,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
26,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
27,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
28,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
29,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
30,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
31,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
32,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
33,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
34,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
35,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
36,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
37,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
38,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
39,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
40,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
41,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
42,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
43,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
44,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
45,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
46,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
47,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
48,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
49,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
50,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
1,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
2,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
3,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
4,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
5,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
6,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
7,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
8,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
9,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
10,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
11,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
12,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
13,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
14,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
15,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
16,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
17,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
18,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
19,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
20,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
21,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
22,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
23,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
24,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
25,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
26,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
27,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
28,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
29,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
30,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
31,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
32,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
33,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
34,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
35,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
36,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
37,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
38,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
39,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
40,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
41,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
42,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
43,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
44,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
45,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
46,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
47,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
48,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
49,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
50,cccc,cccc,known,cccc,0,0.9977,0.9977,high,normal
1,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
2,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
3,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
4,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
5,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
6,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
7,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
8,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
9,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
10,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
11,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
12,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
13,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
14,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
15,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
16,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
17,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
18,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
19,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
20,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
21,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
22,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
23,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
24,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
25,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
26,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
27,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
28,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
29,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
30,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
31,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
32,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
33,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
34,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
35,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
36,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
37,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
38,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
39,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
40,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
41,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
42,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
43,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
44,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
45,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
46,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
47,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
48,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
49,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
50,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
5,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
6,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
7,aaba,abab,known,abab,0,0.245,0.245,high,normal
8,abab,baba,known,baba,0,0.5437,0.5437,high,normal
9,baba,abab,known,abab,0,0.4261,0.4261,high,normal
10,abab,babb,known,babb,0,0.4562,0.4562,high,normal
11,babb,abbb,known,abbb,0,0.6653,0.6653,high,normal
12,abbb,bbbb,known,bbbb,0,0.5927,0.5927,high,normal
13,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
14,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
15,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
16,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
17,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
18,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
19,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
20,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
21,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
22,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
23,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
24,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
25,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
26,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
27,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
28,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
29,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
30,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
31,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
32,bbbb,bbba,known,bbba,0,0.2421,0.2421,high,normal
33,bbba,bbab,known,bbab,0,0.5056,0.5056,high,normal
34,bbab,baba,known,baba,0,0.3385,0.3385,high,normal
35,baba,abaa,known,abaa,0,0.5568,0.5568,high,normal
36,abaa,baaa,known,baaa,0,0.7368,0.7368,high,normal
37,baaa,aaaa,known,aaaa,0,0.6488,0.6488,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
47,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
48,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
49,aaba,abaa,known,abaa,0,0.755,0.755,high,normal
50,abaa,baab,known,baab,0,0.2632,0.2632,high,normal
1,abbb,bbba,known,bbba,0,0.35,0.35,high,normal
2,bbba,bbab,known,bbab,0,0.7,0.7,high,normal
3,bbab,babb,known,babb,0,0.6395,0.6395,high,normal
4,babb,abba,known,abba,0,0.3237,0.3237,high,normal
5,abba,bbaa,known,bbaa,0,0.4486,0.4486,high,normal
6,bbaa,baab,known,baab,0,0.4583,0.4583,high,normal
7,baab,aaba,known,aaba,0,0.5484,0.5484,high,normal
8,aaba,abaa,known,abaa,0,0.6407,0.6407,high,normal
9,abaa,baaa,known,baaa,0,0.7048,0.7048,high,normal
10,baaa,aaaa,known,aaaa,0,0.6331,0.6331,high,normal
11,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
12,aaaa,aaab,known,aaab,0,0.0207,0.0207,low,anomaly
13,aaab,aaba,known,aaba,0,0.6946,0.6946,high,normal
14,aaba,abaa,known,abaa,0,0.6407,0.6407,high,normal
15,abaa,baaa,known,baaa,0,0.7048,0.7048,high,normal
16,baaa,aaab,known,aaab,0,0.3669,0.3669,high,normal
17,aaab,aabb,known,aabb,0,0.3054,0.3054,high,normal
18,aabb,abba,known,abba,0,0.5426,0.5426,high,normal
19,abba,bbaa,known,bbaa,0,0.4486,0.4486,high,normal
20,bbaa,baaa,known,baaa,0,0.5417,0.5417,high,normal
21,baaa,aaaa,known,aaaa,0,0.6331,0.6331,high,normal
22,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
23,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
24,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
25,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
26,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
27,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
28,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
29,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
30,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
31,aaaa,aaab,known,aaab,0,0.0207,0.0207,low,anomaly
32,aaab,aaba,known,aaba,0,0.6946,0.6946,high,normal
33,aaba,abaa,known,abaa,0,0.6407,0.6407,high,normal
34,abaa,baaa,known,baaa,0,0.7048,0.7048,high,normal
35,baaa,aaaa,known,aaaa,0,0.6331,0.6331,high,normal
36,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
37,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
47,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
48,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
49,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
50,aaaa,aaaa,known,aaaa,0,0.9789,0.9789,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
5,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
6,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
7,aaba,abab,known,abab,0,0.245,0.245,high,normal
8,abab,baba,known,baba,0,0.5437,0.5437,high,normal
9,baba,abab,known,abab,0,0.4261,0.4261,high,normal
10,abab,babb,known,babb,0,0.4562,0.4562,high,normal
11,babb,abbb,known,abbb,0,0.6653,0.6653,high,normal
12,abbb,bbbb,known,bbbb,0,0.5927,0.5927,high,normal
13,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
14,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
15,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
16,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
17,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
18,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
19,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
20,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
21,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
22,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
23,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
24,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
25,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
26,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
27,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
28,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
29,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
30,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
31,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
32,bbbb,bbba,known,bbba,0,0.2421,0.2421,high,normal
33,bbba,bbab,known,bbab,0,0.5056,0.5056,high,normal
34,bbab,baba,known,baba,0,0.3385,0.3385,high,normal
35,baba,abaa,known,abaa,0,0.5568,0.5568,high,normal
36,abaa,baaa,known,baaa,0,0.7368,0.7368,high,normal
37,baaa,aaaa,known,aaaa,0,0.6488,0.6488,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
47,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
48,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
49,aaba,abaa,known,abaa,0,0.755,0.755,high,normal
50,abaa,baab,known,baab,0,0.2632,0.2632,high,normal
1,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
3,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
4,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
5,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
6,abab,baba,known,baba,0,0.5132,0.5132,high,normal
7,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
8,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
9,baab,aabb,known,aabb,0,0.6849,0.6849,high,normal
10,aabb,abbb,known,abbb,0,0.549,0.549,high,normal
11,abbb,bbba,known,bbba,0,0.3885,0.3885,high,normal
12,bbba,bbaa,known,bbaa,0,0.4737,0.4737,high,normal
13,bbaa,baaa,known,baaa,0,0.5672,0.5672,high,normal
14,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
16,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
17,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
18,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
19,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
20,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
21,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
22,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
23,aaba,abaa,known,abaa,0,0.8084,0.8084,high,normal
24,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
25,baab,aaba,known,aaba,0,0.3067,0.3067,high,normal
26,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
27,abab,baba,known,baba,0,0.5132,0.5132,high,normal
28,baba,abab,known,abab,0,0.4647,0.4647,high,normal
29,abab,baba,known,baba,0,0.5132,0.5132,high,normal
30,baba,abab,known,abab,0,0.4647,0.4647,high,normal
31,abab,babb,known,babb,0,0.4868,0.4868,high,normal
32,babb,abbb,known,abbb,0,0.7329,0.7329,high,normal
33,abbb,bbbb,known,bbbb,0,0.5971,0.5971,high,normal
34,bbbb,bbbb,known,bbbb,0,0.7292,0.7292,high,normal
35,bbbb,bbba,known,bbba,0,0.2576,0.2576,high,normal
36,bbba,bbab,known,bbab,0,0.5263,0.5263,high,normal
37,bbab,babb,known,babb,0,0.6884,0.6884,high,normal
38,babb,abbb,known,abbb,0,0.7329,0.7329,high,normal
39,abbb,bbbb,known,bbbb,0,0.5971,0.5971,high,normal
40,bbbb,bbba,known,bbba,0,0.2576,0.2576,high,normal
41,bbba,bbab,known,bbab,0,0.5263,0.5263,high,normal
42,bbab,baba,known,baba,0,0.3116,0.3116,high,normal
43,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
44,abaa,baaa,known,baaa,0,0.8086,0.8086,high,normal
45,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
46,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
47,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
48,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
49,abab,baba,known,baba,0,0.5132,0.5132,high,normal
50,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
5,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
6,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
7,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
8,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
9,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
10,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
11,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
12,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
13,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
14,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
16,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
17,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
18,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
19,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
20,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
21,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
22,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
23,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
24,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
25,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
26,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
27,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
28,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
29,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
30,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
31,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
32,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
33,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
34,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
35,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
36,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
37,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
47,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
48,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
49,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
50,aaaa,aaaa,known,aaaa,0,0.9817,0.9817,high,normal
1,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
3,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
4,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
5,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
6,abab,baba,known,baba,0,0.5132,0.5132,high,normal
7,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
8,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
9,baab,aabb,known,aabb,0,0.6849,0.6849,high,normal
10,aabb,abbb,known,abbb,0,0.549,0.549,high,normal
11,abbb,bbba,known,bbba,0,0.3885,0.3885,high,normal
12,bbba,bbaa,known,bbaa,0,0.4737,0.4737,high,normal
13,bbaa,baaa,known,baaa,0,0.5672,0.5672,high,normal
14,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
16,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
17,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
18,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
19,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
20,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
21,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
22,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
23,aaba,abaa,known,abaa,0,0.8084,0.8084,high,normal
24,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
25,baab,aaba,known,aaba,0,0.3067,0.3067,high,normal
